A,B,Addition,Subtraction,Multiplication,Division,Sin(Addition),Cos(Addition),Sqrt(Addition),2^Addition,Log(Addition),ODD_OR_EVEN(CEIL(A+B))
-3.51,-1.71,-5.22,-1.80,6.00,2.05,0.87,0.49,-1.00,0.03,-1.00,Odd
5.08,-9.23,-4.15,14.31,-46.89,-0.55,0.85,-0.53,-1.00,0.06,-1.00,Even
6.63,-0.1,6.53,6.73,-0.66,-66.30,0.24,0.97,2.56,92.41,0.81,Odd
-3.13,-7.01,-10.14,3.88,21.94,0.45,0.66,-0.75,-1.00,0.00,-1.00,Even
5.44,-9.23,-3.79,14.67,-50.21,-0.59,0.60,-0.80,-1.00,0.07,-1.00,Odd
5.99,0.22,6.21,5.77,1.32,27.23,-0.07,1.00,2.49,74.03,0.79,Odd
-0.87,-4.14,-5.01,3.27,3.60,0.21,0.96,0.29,-1.00,0.03,-1.00,Odd
-9.79,-4.92,-14.71,-4.87,48.17,1.99,-0.84,-0.54,-1.00,0.00,-1.00,Even
3.23,0.2,3.43,3.03,0.65,16.15,-0.28,-0.96,1.85,10.78,0.54,Even
3.84,1.42,5.26,2.42,5.45,2.70,-0.85,0.52,2.29,38.32,0.72,Even
2.71,7.23,9.94,-4.52,19.59,0.37,-0.49,-0.87,3.15,982.29,1.00,Even
5.11,-4.29,0.82,9.40,-21.92,-1.19,0.73,0.68,0.91,1.77,-0.09,Odd
4.45,0.89,5.34,3.56,3.96,5.00,-0.81,0.59,2.31,40.50,0.73,Even
4.26,-3.68,0.58,7.94,-15.68,-1.16,0.55,0.84,0.76,1.49,-0.24,Odd
5.99,-2.27,3.72,8.26,-13.60,-2.64,-0.55,-0.84,1.93,13.18,0.57,Even
2.41,0.6,3.01,1.81,1.45,4.02,0.13,-0.99,1.73,8.06,0.48,Even
3.17,-6.44,-3.27,9.61,-20.41,-0.49,0.13,-0.99,-1.00,0.10,-1.00,Odd
3.45,-0.11,3.34,3.56,-0.38,-31.36,-0.20,-0.98,1.83,10.13,0.52,Even
-6.98,7.89,0.91,-14.87,-55.07,-0.88,0.79,0.61,0.95,1.88,-0.04,Odd
9.65,-9.52,0.13,19.17,-91.87,-1.01,0.13,0.99,0.36,1.09,-0.89,Odd
-5.91,-4.91,-10.82,-1.00,29.02,1.20,0.98,-0.17,-1.00,0.00,-1.00,Even
9.46,7.44,16.90,2.02,70.38,1.27,-0.93,-0.37,4.11,122294.50,1.23,Odd
-6.96,-4.93,-11.89,-2.03,34.31,1.41,0.63,0.78,-1.00,0.00,-1.00,Odd
4.11,3.41,7.52,0.70,14.02,1.21,0.94,0.33,2.74,183.55,0.88,Even
-9.42,-3.23,-12.65,-6.19,30.43,2.92,-0.08,1.00,-1.00,0.00,-1.00,Even
-8.85,-7.85,-16.70,-1.00,69.47,1.13,0.84,-0.55,-1.00,0.00,-1.00,Even
-7.97,4.14,-3.83,-12.11,-33.00,-1.93,0.64,-0.77,-1.00,0.07,-1.00,Odd
-9.48,0.22,-9.26,-9.70,-2.09,-43.09,-0.16,-0.99,-1.00,0.00,-1.00,Odd
-0.42,0.61,0.19,-1.03,-0.26,-0.69,0.19,0.98,0.44,1.14,-0.72,Odd
-2.75,-9.91,-12.66,7.16,27.25,0.28,-0.09,1.00,-1.00,0.00,-1.00,Even
-6.32,-4.43,-10.75,-1.89,28.00,1.43,0.97,-0.24,-1.00,0.00,-1.00,Even
-0.39,5.1,4.71,-5.49,-1.99,-0.08,-1.00,0.00,2.17,26.17,0.67,Odd
-5.61,-2.28,-7.89,-3.33,12.79,2.46,-1.00,-0.04,-1.00,0.00,-1.00,Odd
5.46,-9.85,-4.39,15.31,-53.78,-0.55,0.95,-0.32,-1.00,0.05,-1.00,Even
6.87,-8.96,-2.09,15.83,-61.56,-0.77,-0.87,-0.50,-1.00,0.23,-1.00,Even
5.61,-0.47,5.14,6.08,-2.64,-11.94,-0.91,0.41,2.27,35.26,0.71,Even
3.87,3.85,7.72,0.02,14.90,1.01,0.99,0.13,2.78,210.84,0.89,Even
2.35,-8.22,-5.87,10.57,-19.32,-0.29,0.40,0.92,-1.00,0.02,-1.00,Odd
8.06,6.34,14.40,1.72,51.10,1.27,0.97,-0.26,3.79,21618.82,1.16,Odd
6.91,-2.53,4.38,9.44,-17.48,-2.73,-0.95,-0.33,2.09,20.82,0.64,Odd
-6.28,-4.95,-11.23,-1.33,31.09,1.27,0.97,0.23,-1.00,0.00,-1.00,Odd
-8.8,-6.97,-15.77,-1.83,61.34,1.26,0.06,-1.00,-1.00,0.00,-1.00,Odd
4.21,7.3,11.51,-3.09,30.73,0.58,-0.87,0.49,3.39,2916.45,1.06,Even
9.98,5.97,15.95,4.01,59.58,1.67,-0.24,-0.97,3.99,63303.60,1.20,Even
-7.16,1.52,-5.64,-8.68,-10.88,-4.71,0.60,0.80,-1.00,0.02,-1.00,Odd
-8.09,1.92,-6.17,-10.01,-15.53,-4.21,0.11,0.99,-1.00,0.01,-1.00,Even
-8.07,-5.82,-13.89,-2.25,46.97,1.39,-0.97,0.24,-1.00,0.00,-1.00,Odd
-2.74,3.82,1.08,-6.56,-10.47,-0.72,0.88,0.47,1.04,2.11,0.03,Even
2.9,3.81,6.71,-0.91,11.05,0.76,0.41,0.91,2.59,104.69,0.83,Odd
5.55,6.1,11.65,-0.55,33.86,0.91,-0.79,0.61,3.41,3213.66,1.07,Even
3.83,-5.76,-1.93,9.59,-22.06,-0.66,-0.94,-0.35,-1.00,0.26,-1.00,Odd
-6.34,-4.02,-10.36,-2.32,25.49,1.58,0.80,-0.59,-1.00,0.00,-1.00,Even
-1.61,8.19,6.58,-9.80,-13.19,-0.20,0.29,0.96,2.57,95.67,0.82,Odd
-1.27,8.15,6.88,-9.42,-10.35,-0.16,0.56,0.83,2.62,117.78,0.84,Odd
2.05,1.74,3.79,0.31,3.57,1.18,-0.60,-0.80,1.95,13.83,0.58,Even
0.16,-2.02,-1.86,2.18,-0.32,-0.08,-0.96,-0.29,-1.00,0.28,-1.00,Odd
-4.34,8.6,4.26,-12.94,-37.32,-0.50,-0.90,-0.44,2.06,19.16,0.63,Odd
-3.65,-5.86,-9.51,2.21,21.39,0.62,0.09,-1.00,-1.00,0.00,-1.00,Odd
-4.95,-9.16,-14.11,4.21,45.34,0.54,-1.00,0.03,-1.00,0.00,-1.00,Even
7.78,-1.5,6.28,9.28,-11.67,-5.19,0.00,1.00,2.51,77.71,0.80,Odd
5.8,8.74,14.54,-2.94,50.69,0.66,0.92,-0.39,3.81,23821.89,1.16,Odd
7.74,6.95,14.69,0.79,53.79,1.11,0.85,-0.53,3.83,26432.04,1.17,Odd
-2.83,-3.65,-6.48,0.82,10.33,0.78,-0.20,0.98,-1.00,0.01,-1.00,Even
-2.1,8.76,6.66,-10.86,-18.40,-0.24,0.37,0.93,2.58,101.13,0.82,Odd
-3.14,-5.62,-8.76,2.48,17.65,0.56,-0.62,-0.79,-1.00,0.00,-1.00,Even
-2.85,0.76,-2.09,-3.61,-2.17,-3.75,-0.87,-0.50,-1.00,0.23,-1.00,Even
-2.17,0.53,-1.64,-2.70,-1.15,-4.09,-1.00,-0.07,-1.00,0.32,-1.00,Odd
-5.34,6.48,1.14,-11.82,-34.60,-0.82,0.91,0.42,1.07,2.20,0.06,Even
-7.79,-5.1,-12.89,-2.69,39.73,1.53,-0.32,0.95,-1.00,0.00,-1.00,Even
8.67,0.84,9.51,7.83,7.28,10.32,-0.09,-1.00,3.08,729.11,0.98,Even
-7.56,2.51,-5.05,-10.07,-18.98,-3.01,0.94,0.33,-1.00,0.03,-1.00,Odd
-0.47,6.74,6.27,-7.21,-3.17,-0.07,-0.01,1.00,2.50,77.17,0.80,Odd
4.28,-9.39,-5.11,13.67,-40.19,-0.46,0.92,0.39,-1.00,0.03,-1.00,Odd
-7.51,-1.31,-8.82,-6.20,9.84,5.73,-0.57,-0.82,-1.00,0.00,-1.00,Even
-9.61,-8.7,-18.31,-0.91,83.61,1.10,0.51,0.86,-1.00,0.00,-1.00,Even
9.53,5.62,15.15,3.91,53.56,1.70,0.53,-0.85,3.89,36358.37,1.18,Even
-8.65,2.08,-6.57,-10.73,-17.99,-4.16,-0.28,0.96,-1.00,0.01,-1.00,Even
-0.17,-0.18,-0.35,0.01,0.03,0.94,-0.34,0.94,-1.00,0.78,-1.00,Even
-5.77,8.64,2.87,-14.41,-49.85,-0.67,0.27,-0.96,1.69,7.31,0.46,Odd
5.44,9.99,15.43,-4.55,54.35,0.54,0.27,-0.96,3.93,44146.15,1.19,Even
3.18,-5.09,-1.91,8.27,-16.19,-0.62,-0.94,-0.33,-1.00,0.27,-1.00,Odd
-7.49,-1.23,-8.72,-6.26,9.21,6.09,-0.65,-0.76,-1.00,0.00,-1.00,Even
0.77,-2.81,-2.04,3.58,-2.16,-0.27,-0.89,-0.45,-1.00,0.24,-1.00,Even
-5.22,-7.17,-12.39,1.95,37.43,0.73,0.18,0.98,-1.00,0.00,-1.00,Even
0.19,-2.33,-2.14,2.52,-0.44,-0.08,-0.84,-0.54,-1.00,0.23,-1.00,Even
-4.73,9.27,4.54,-14.00,-43.85,-0.51,-0.99,-0.17,2.13,23.26,0.66,Odd
-2.99,3.67,0.68,-6.66,-10.97,-0.81,0.63,0.78,0.82,1.60,-0.17,Odd
2.38,7.7,10.08,-5.32,18.33,0.31,-0.61,-0.79,3.17,1082.39,1.00,Odd
2.75,-7.57,-4.82,10.32,-20.82,-0.36,0.99,0.11,-1.00,0.04,-1.00,Even
6.62,0.01,6.63,6.61,0.07,662.00,0.34,0.94,2.57,99.04,0.82,Odd
4.18,1.14,5.32,3.04,4.77,3.67,-0.82,0.57,2.31,39.95,0.73,Even
6.64,-5.03,1.61,11.67,-33.40,-1.32,1.00,-0.04,1.27,3.05,0.21,Even
3.66,-9.69,-6.03,13.35,-35.47,-0.38,0.25,0.97,-1.00,0.02,-1.00,Even
9.62,-8.06,1.56,17.68,-77.54,-1.19,1.00,0.01,1.25,2.95,0.19,Even
-4.18,1.48,-2.70,-5.66,-6.19,-2.82,-0.43,-0.90,-1.00,0.15,-1.00,Even
4.9,-9.41,-4.51,14.31,-46.11,-0.52,0.98,-0.20,-1.00,0.04,-1.00,Even
0.34,-4.53,-4.19,4.87,-1.54,-0.08,0.87,-0.50,-1.00,0.05,-1.00,Even
-4.45,5.25,0.80,-9.70,-23.36,-0.85,0.72,0.70,0.89,1.74,-0.10,Odd
-9.11,3.22,-5.89,-12.33,-29.33,-2.83,0.38,0.92,-1.00,0.02,-1.00,Odd
-1.21,-4.9,-6.11,3.69,5.93,0.25,0.17,0.99,-1.00,0.01,-1.00,Even
-4.67,-7.96,-12.63,3.29,37.17,0.59,-0.06,1.00,-1.00,0.00,-1.00,Even
-5.41,1.55,-3.86,-6.96,-8.39,-3.49,0.66,-0.75,-1.00,0.07,-1.00,Odd
-8.75,7.71,-1.04,-16.46,-67.46,-1.13,-0.86,0.51,-1.00,0.49,-1.00,Odd
9.49,7.11,16.60,2.38,67.47,1.33,-0.78,-0.63,4.07,99334.00,1.22,Odd
-4.12,-8.85,-12.97,4.73,36.46,0.47,-0.39,0.92,-1.00,0.00,-1.00,Even
6.01,0.15,6.16,5.86,0.90,40.07,-0.12,0.99,2.48,71.51,0.79,Odd
-2.59,8.58,5.99,-11.17,-22.22,-0.30,-0.29,0.96,2.45,63.56,0.78,Even
3.58,-2.41,1.17,5.99,-8.63,-1.49,0.92,0.39,1.08,2.25,0.07,Even
4.14,3.74,7.88,0.40,15.48,1.11,1.00,-0.03,2.81,235.57,0.90,Even
8.86,-5.01,3.85,13.87,-44.39,-1.77,-0.65,-0.76,1.96,14.42,0.59,Even
-3.91,5.79,1.88,-9.70,-22.64,-0.68,0.95,-0.30,1.37,3.68,0.27,Even
-4.11,3.34,-0.77,-7.45,-13.73,-1.23,-0.70,0.72,-1.00,0.59,-1.00,Even
9.15,-5.08,4.07,14.23,-46.48,-1.80,-0.80,-0.60,2.02,16.80,0.61,Odd
2.94,4.59,7.53,-1.65,13.49,0.64,0.95,0.32,2.74,184.82,0.88,Even
-8.7,2.89,-5.81,-11.59,-25.14,-3.01,0.46,0.89,-1.00,0.02,-1.00,Odd
-3.15,-3.77,-6.92,0.62,11.88,0.84,-0.59,0.80,-1.00,0.01,-1.00,Even
4.79,4.97,9.76,-0.18,23.81,0.96,-0.33,-0.94,3.12,867.07,0.99,Even
-6.23,-6.8,-13.03,0.57,42.36,0.92,-0.45,0.89,-1.00,0.00,-1.00,Odd
-0.7,-8.72,-9.42,8.02,6.10,0.08,0.00,-1.00,-1.00,0.00,-1.00,Odd
-8.41,0.64,-7.77,-9.05,-5.38,-13.14,-1.00,0.08,-1.00,0.00,-1.00,Odd
-9.45,1.23,-8.22,-10.68,-11.62,-7.68,-0.93,-0.36,-1.00,0.00,-1.00,Even
-4.81,-0.89,-5.70,-3.92,4.28,5.40,0.55,0.83,-1.00,0.02,-1.00,Odd
-6.48,6.1,-0.38,-12.58,-39.53,-1.06,-0.37,0.93,-1.00,0.77,-1.00,Even
-4.42,0.24,-4.18,-4.66,-1.06,-18.42,0.86,-0.51,-1.00,0.06,-1.00,Even
-5.53,2.46,-3.07,-7.99,-13.60,-2.25,-0.07,-1.00,-1.00,0.12,-1.00,Odd
-2.05,2.21,0.16,-4.26,-4.53,-0.93,0.16,0.99,0.40,1.12,-0.80,Odd
-3.1,9.01,5.91,-12.11,-27.93,-0.34,-0.36,0.93,2.43,60.13,0.77,Even
9.67,6.56,16.23,3.11,63.44,1.47,-0.50,-0.87,4.03,76862.91,1.21,Odd
-7.14,8.19,1.05,-15.33,-58.48,-0.87,0.87,0.50,1.02,2.07,0.02,Even
-5.94,-4.78,-10.72,-1.16,28.39,1.24,0.96,-0.27,-1.00,0.00,-1.00,Even
-4.27,7.22,2.95,-11.49,-30.83,-0.59,0.19,-0.98,1.72,7.73,0.47,Odd
-9.42,9.53,0.11,-18.95,-89.77,-0.99,0.11,0.99,0.33,1.08,-0.96,Odd
-4.2,9.49,5.29,-13.69,-39.86,-0.44,-0.84,0.55,2.30,39.12,0.72,Even
-3.88,-9.41,-13.29,5.53,36.51,0.41,-0.66,0.75,-1.00,0.00,-1.00,Odd
-5.84,-8.57,-14.41,2.73,50.05,0.68,-0.96,-0.27,-1.00,0.00,-1.00,Even
-0.69,0.97,0.28,-1.66,-0.67,-0.71,0.28,0.96,0.53,1.21,-0.55,Odd
9.08,7.39,16.47,1.69,67.10,1.23,-0.69,-0.72,4.06,90774.53,1.22,Odd
-8.87,4.73,-4.14,-13.60,-41.96,-1.88,0.84,-0.54,-1.00,0.06,-1.00,Even
7.7,7.15,14.85,0.55,55.06,1.08,0.76,-0.65,3.85,29532.18,1.17,Odd
-5.68,3.32,-2.36,-9.00,-18.86,-1.71,-0.70,-0.71,-1.00,0.19,-1.00,Even
-9.77,-3.82,-13.59,-5.95,37.32,2.56,-0.85,0.52,-1.00,0.00,-1.00,Odd
-8.83,1.3,-7.53,-10.13,-11.48,-6.79,-0.95,0.32,-1.00,0.01,-1.00,Odd
7.49,-4.63,2.86,12.12,-34.68,-1.62,0.28,-0.96,1.69,7.26,0.46,Odd
8.81,8.02,16.83,0.79,70.66,1.10,-0.90,-0.43,4.10,116502.39,1.23,Odd
3.95,2.12,6.07,1.83,8.37,1.86,-0.21,0.98,2.46,67.18,0.78,Odd
7.21,-4.4,2.81,11.61,-31.72,-1.64,0.33,-0.95,1.68,7.01,0.45,Odd
-5.15,-5.54,-10.69,0.39,28.53,0.93,0.95,-0.30,-1.00,0.00,-1.00,Even
-6.8,-8.98,-15.78,2.18,61.06,0.76,0.07,-1.00,-1.00,0.00,-1.00,Odd
4.63,-6.06,-1.43,10.69,-28.06,-0.76,-0.99,0.14,-1.00,0.37,-1.00,Odd
-7.31,7.53,0.22,-14.84,-55.04,-0.97,0.22,0.98,0.47,1.16,-0.66,Odd
1.14,-6.97,-5.83,8.11,-7.95,-0.16,0.44,0.90,-1.00,0.02,-1.00,Odd
-2.54,-0.9,-3.44,-1.64,2.29,2.82,0.29,-0.96,-1.00,0.09,-1.00,Odd
6.07,3.03,9.10,3.04,18.39,2.00,0.32,-0.95,3.02,548.75,0.96,Even
-3.67,6.96,3.29,-10.63,-25.54,-0.53,-0.15,-0.99,1.81,9.78,0.52,Even
3.48,-5.02,-1.54,8.50,-17.47,-0.69,-1.00,0.03,-1.00,0.34,-1.00,Odd
2.82,5.38,8.20,-2.56,15.17,0.52,0.94,-0.34,2.86,294.07,0.91,Odd
-9.58,1.49,-8.09,-11.07,-14.27,-6.43,-0.97,-0.23,-1.00,0.00,-1.00,Even
-2.79,4.11,1.32,-6.90,-11.47,-0.68,0.97,0.25,1.15,2.50,0.12,Even
9.35,3.75,13.10,5.60,35.06,2.49,0.51,0.86,3.62,8779.97,1.12,Even
7.52,5.29,12.81,2.23,39.78,1.42,0.24,0.97,3.58,7181.15,1.11,Odd
-9.28,5.8,-3.48,-15.08,-53.82,-1.60,0.33,-0.94,-1.00,0.09,-1.00,Odd
-0.84,9.69,8.85,-10.53,-8.14,-0.09,0.54,-0.84,2.97,461.44,0.95,Odd
-9.05,0.43,-8.62,-9.48,-3.89,-21.05,-0.72,-0.69,-1.00,0.00,-1.00,Even
4.25,-5.6,-1.35,9.85,-23.80,-0.76,-0.98,0.22,-1.00,0.39,-1.00,Odd
8.11,-5.99,2.12,14.10,-48.58,-1.35,0.85,-0.52,1.46,4.35,0.33,Odd
-5.87,8.51,2.64,-14.38,-49.95,-0.69,0.48,-0.88,1.62,6.23,0.42,Odd
7.45,-8.28,-0.83,15.73,-61.69,-0.90,-0.74,0.67,-1.00,0.56,-1.00,Even
0.29,-0.43,-0.14,0.72,-0.12,-0.67,-0.14,0.99,-1.00,0.91,-1.00,Even
0.92,4.57,5.49,-3.65,4.20,0.20,-0.71,0.70,2.34,44.94,0.74,Even
-9.03,-1.65,-10.68,-7.38,14.90,5.47,0.95,-0.31,-1.00,0.00,-1.00,Even
6.7,-7.4,-0.70,14.10,-49.58,-0.91,-0.64,0.76,-1.00,0.62,-1.00,Even
-5.55,-9.48,-15.03,3.93,52.61,0.59,-0.63,-0.78,-1.00,0.00,-1.00,Odd
-1.31,4.53,3.22,-5.84,-5.93,-0.29,-0.08,-1.00,1.79,9.32,0.51,Even
5.1,4.9,10.00,0.20,24.99,1.04,-0.54,-0.84,3.16,1024.00,1.00,Even
-8.04,6.78,-1.26,-14.82,-54.51,-1.19,-0.95,0.31,-1.00,0.42,-1.00,Odd
3.74,-7.08,-3.34,10.82,-26.48,-0.53,0.20,-0.98,-1.00,0.10,-1.00,Odd
3.82,8.31,12.13,-4.49,31.74,0.46,-0.42,0.91,3.48,4482.23,1.08,Odd
-2.28,4.2,1.92,-6.48,-9.58,-0.54,0.94,-0.34,1.39,3.78,0.28,Even
5.59,6.61,12.20,-1.02,36.95,0.85,-0.36,0.93,3.49,4705.07,1.09,Odd
-8.34,-8.1,-16.44,-0.24,67.55,1.03,0.67,-0.74,-1.00,0.00,-1.00,Even
-5.48,-8.97,-14.45,3.49,49.16,0.61,-0.95,-0.31,-1.00,0.00,-1.00,Even
-0.57,-8.85,-9.42,8.28,5.04,0.06,0.00,-1.00,-1.00,0.00,-1.00,Odd
-3.01,4.51,1.50,-7.52,-13.58,-0.67,1.00,0.07,1.22,2.83,0.18,Even
-2.7,-4.9,-7.60,2.20,13.23,0.55,-0.97,0.25,-1.00,0.01,-1.00,Odd
-0.15,8.97,8.82,-9.12,-1.35,-0.02,0.57,-0.82,2.97,451.94,0.95,Odd
1.59,5.53,7.12,-3.94,8.79,0.29,0.74,0.67,2.67,139.10,0.85,Even
6.72,2.38,9.10,4.34,15.99,2.82,0.32,-0.95,3.02,548.75,0.96,Even
4.87,-9.26,-4.39,14.13,-45.10,-0.53,0.95,-0.32,-1.00,0.05,-1.00,Even
7.26,9.26,16.52,-2.00,67.23,0.78,-0.73,-0.69,4.06,93975.69,1.22,Odd
-4.55,1.44,-3.11,-5.99,-6.55,-3.16,-0.03,-1.00,-1.00,0.12,-1.00,Odd
7.52,4.68,12.20,2.84,35.19,1.61,-0.36,0.93,3.49,4705.07,1.09,Odd
-0.84,-2.07,-2.91,1.23,1.74,0.41,-0.23,-0.97,-1.00,0.13,-1.00,Even
0.62,-5.9,-5.28,6.52,-3.66,-0.11,0.84,0.54,-1.00,0.03,-1.00,Odd
-0.65,3.77,3.12,-4.42,-2.45,-0.17,0.02,-1.00,1.77,8.69,0.49,Even
-1.34,7.68,6.34,-9.02,-10.29,-0.17,0.06,1.00,2.52,81.01,0.80,Odd
3.89,5.07,8.96,-1.18,19.72,0.77,0.45,-0.89,2.99,498.00,0.95,Odd
-5,-9.82,-14.82,4.82,49.10,0.51,-0.78,-0.63,-1.00,0.00,-1.00,Even
-0.85,8.41,7.56,-9.26,-7.15,-0.10,0.96,0.29,2.75,188.71,0.88,Even
-7.02,-3.99,-11.01,-3.03,28.01,1.76,1.00,0.01,-1.00,0.00,-1.00,Odd
-3.28,-7.16,-10.44,3.88,23.48,0.46,0.85,-0.53,-1.00,0.00,-1.00,Even
5.6,-7.49,-1.89,13.09,-41.94,-0.75,-0.95,-0.31,-1.00,0.27,-1.00,Odd
-9.57,-4.69,-14.26,-4.88,44.88,2.04,-0.99,-0.12,-1.00,0.00,-1.00,Even
1.85,9.89,11.74,-8.04,18.30,0.19,-0.74,0.68,3.43,3420.52,1.07,Even
-1.01,9.75,8.74,-10.76,-9.85,-0.10,0.63,-0.77,2.96,427.57,0.94,Odd
3.69,-4.45,-0.76,8.14,-16.42,-0.83,-0.69,0.72,-1.00,0.59,-1.00,Even
2.94,-3.81,-0.87,6.75,-11.20,-0.77,-0.76,0.64,-1.00,0.55,-1.00,Even
-5.75,8.16,2.41,-13.91,-46.92,-0.70,0.67,-0.74,1.55,5.31,0.38,Odd
6.7,4.08,10.78,2.62,27.34,1.64,-0.98,-0.21,3.28,1758.34,1.03,Odd
4.52,-4.42,0.10,8.94,-19.98,-1.02,0.10,1.00,0.32,1.07,-1.00,Odd
-8.68,-0.82,-9.50,-7.86,7.12,10.59,0.08,-1.00,-1.00,0.00,-1.00,Odd
3.82,-6.28,-2.46,10.10,-23.99,-0.61,-0.63,-0.78,-1.00,0.18,-1.00,Even
6.79,-7.7,-0.91,14.49,-52.28,-0.88,-0.79,0.61,-1.00,0.53,-1.00,Even
-4.62,3.09,-1.53,-7.71,-14.28,-1.50,-1.00,0.04,-1.00,0.35,-1.00,Odd
-1.14,9.25,8.11,-10.39,-10.55,-0.12,0.97,-0.25,2.85,276.28,0.91,Odd
-5.43,-9.42,-14.85,3.99,51.15,0.58,-0.76,-0.65,-1.00,0.00,-1.00,Even
4.22,-3.46,0.76,7.68,-14.60,-1.22,0.69,0.72,0.87,1.69,-0.12,Odd
8.76,8.03,16.79,0.73,70.34,1.09,-0.88,-0.47,4.10,113316.62,1.23,Odd
6.95,1.77,8.72,5.18,12.30,3.93,0.65,-0.76,2.95,421.68,0.94,Odd
8.24,-3.45,4.79,11.69,-28.43,-2.39,-1.00,0.08,2.19,27.67,0.68,Odd
-4.64,5.15,0.51,-9.79,-23.90,-0.90,0.49,0.87,0.71,1.42,-0.29,Odd
9.29,-2.61,6.68,11.90,-24.25,-3.56,0.39,0.92,2.58,102.54,0.82,Odd
-5.56,8.08,2.52,-13.64,-44.92,-0.69,0.58,-0.81,1.59,5.74,0.40,Odd
-5.9,1.13,-4.77,-7.03,-6.67,-5.22,1.00,0.06,-1.00,0.04,-1.00,Even
-4.26,-6.03,-10.29,1.77,25.69,0.71,0.76,-0.65,-1.00,0.00,-1.00,Even
4.41,6.13,10.54,-1.72,27.03,0.72,-0.90,-0.44,3.25,1488.87,1.02,Odd
0.71,3.38,4.09,-2.67,2.40,0.21,-0.81,-0.58,2.02,17.03,0.61,Odd
4.57,-0.6,3.97,5.17,-2.74,-7.62,-0.74,-0.68,1.99,15.67,0.60,Even
0.13,6.14,6.27,-6.01,0.80,0.02,-0.01,1.00,2.50,77.17,0.80,Odd
-0.27,-5.1,-5.37,4.83,1.38,0.05,0.79,0.61,-1.00,0.02,-1.00,Odd
2.89,6.79,9.68,-3.90,19.62,0.43,-0.25,-0.97,3.11,820.30,0.99,Even
-9.31,-1.07,-10.38,-8.24,9.96,8.70,0.82,-0.58,-1.00,0.00,-1.00,Even
-9.1,-7.97,-17.07,-1.13,72.53,1.14,0.98,-0.21,-1.00,0.00,-1.00,Odd
5.99,1.83,7.82,4.16,10.96,3.27,1.00,0.03,2.80,225.97,0.89,Even
-0.48,-9.92,-10.40,9.44,4.76,0.05,0.83,-0.56,-1.00,0.00,-1.00,Even
-8.19,9.64,1.45,-17.83,-78.95,-0.85,0.99,0.12,1.20,2.73,0.16,Even
3.26,-9.95,-6.69,13.21,-32.44,-0.33,-0.40,0.92,-1.00,0.01,-1.00,Even
-1.01,-5.29,-6.30,4.28,5.34,0.19,-0.02,1.00,-1.00,0.01,-1.00,Even
-6.69,-4.01,-10.70,-2.68,26.83,1.67,0.96,-0.29,-1.00,0.00,-1.00,Even
-4.2,8.61,4.41,-12.81,-36.16,-0.49,-0.95,-0.30,2.10,21.26,0.64,Odd
2.71,-6.07,-3.36,8.78,-16.45,-0.45,0.22,-0.98,-1.00,0.10,-1.00,Odd
9.88,3.59,13.47,6.29,35.47,2.75,0.79,0.62,3.67,11346.82,1.13,Even
1.67,7.74,9.41,-6.07,12.93,0.22,0.01,-1.00,3.07,680.29,0.97,Even
6.35,9.96,16.31,-3.61,63.25,0.64,-0.57,-0.82,4.04,81245.48,1.21,Odd
4.73,-9.67,-4.94,14.40,-45.74,-0.49,0.97,0.23,-1.00,0.03,-1.00,Even
-5.28,4.82,-0.46,-10.10,-25.45,-1.10,-0.44,0.90,-1.00,0.73,-1.00,Even
2.87,-1.63,1.24,4.50,-4.68,-1.76,0.95,0.32,1.11,2.36,0.09,Even
0.6,-8.58,-7.98,9.18,-5.15,-0.07,-0.99,-0.13,-1.00,0.00,-1.00,Odd
-8.52,-7.61,-16.13,-0.91,64.84,1.12,0.41,-0.91,-1.00,0.00,-1.00,Even
6.23,-6.01,0.22,12.24,-37.44,-1.04,0.22,0.98,0.47,1.16,-0.66,Odd
9.83,-3.89,5.94,13.72,-38.24,-2.53,-0.34,0.94,2.44,61.39,0.77,Even
-0.04,-6.09,-6.13,6.05,0.24,0.01,0.15,0.99,-1.00,0.01,-1.00,Even
3.36,-4.41,-1.05,7.77,-14.82,-0.76,-0.87,0.50,-1.00,0.48,-1.00,Odd
7.59,5.36,12.95,2.23,40.68,1.42,0.37,0.93,3.60,7912.95,1.11,Odd
-4.37,-1.58,-5.95,-2.79,6.90,2.77,0.33,0.95,-1.00,0.02,-1.00,Odd
4.51,5.93,10.44,-1.42,26.74,0.76,-0.85,-0.53,3.23,1389.16,1.02,Odd
-6.85,1.63,-5.22,-8.48,-11.17,-4.20,0.87,0.49,-1.00,0.03,-1.00,Odd
-6.01,1.32,-4.69,-7.33,-7.93,-4.55,1.00,-0.02,-1.00,0.04,-1.00,Even
-5.66,-4.96,-10.62,-0.70,28.07,1.14,0.93,-0.37,-1.00,0.00,-1.00,Even
8.55,-4.86,3.69,13.41,-41.55,-1.76,-0.52,-0.85,1.92,12.91,0.57,Even
-3.97,-2.73,-6.70,-1.24,10.84,1.45,-0.40,0.91,-1.00,0.01,-1.00,Even
3.15,-1.59,1.56,4.74,-5.01,-1.98,1.00,0.01,1.25,2.95,0.19,Even
4.72,9.45,14.17,-4.73,44.60,0.50,1.00,-0.03,3.76,18432.96,1.15,Odd
-0.7,-3.5,-4.20,2.80,2.45,0.20,0.87,-0.49,-1.00,0.05,-1.00,Even
8.68,-3.02,5.66,11.70,-26.21,-2.87,-0.58,0.81,2.38,50.56,0.75,Even
